fips,state,county,cattle_sold,slaughter_sold
18131,IN,PULASKI,2552.0,178.0
18133,IN,PUTNAM,2428.0,72.0
18135,IN,RANDOLPH,5320.0,1130.0
18137,IN,RIPLEY,4408.0,873.0
18139,IN,RUSH,3899.0,1416.0
18141,IN,ST. JOSEPH,2362.0,177.0
18143,IN,SCOTT,762.0,174.0
18145,IN,SHELBY,1235.0,329.0
18147,IN,SPENCER,7342.0,545.0
18149,IN,STARKE,338.0,
18151,IN,STEUBEN,3811.0,
18153,IN,SULLIVAN,1115.0,286.0
18155,IN,SWITZERLAND,2072.0,
18157,IN,TIPPECANOE,2369.0,1008.0
18159,IN,TIPTON,333.0,
18161,IN,UNION,979.0,90.0
18163,IN,VANDERBURGH,127.0,
18165,IN,VERMILLION,1988.0,
18167,IN,VIGO,1112.0,39.0
18169,IN,WABASH,5555.0,350.0
18171,IN,WARREN,8011.0,
18173,IN,WARRICK,1596.0,459.0
18175,IN,WASHINGTON,8092.0,448.0
18177,IN,WAYNE,3920.0,686.0
18179,IN,WELLS,4079.0,475.0
18181,IN,WHITE,8371.0,
18183,IN,WHITLEY,5537.0,1506.0
19001,IA,ADAIR,24120.0,5163.0
19003,IA,ADAMS,38626.0,8794.0
19005,IA,ALLAMAKEE,42890.0,15102.0
19007,IA,APPANOOSE,17223.0,348.0
19009,IA,AUDUBON,30706.0,22053.0
19011,IA,BENTON,17874.0,9783.0
19013,IA,BLACK HAWK,13960.0,9893.0
19015,IA,BOONE,12057.0,6275.0
19017,IA,BREMER,10075.0,3738.0
19019,IA,BUCHANAN,16534.0,11421.0
19021,IA,BUENA VISTA,20627.0,15325.0
19023,IA,BUTLER,10937.0,4130.0
19025,IA,CALHOUN,17839.0,14147.0
19027,IA,CARROLL,80859.0,66999.0
19029,IA,CASS,49162.0,22572.0
19031,IA,CEDAR,11162.0,4268.0
19033,IA,CERRO GORDO,14572.0,6443.0
19035,IA,CHEROKEE,54474.0,34502.0
19037,IA,CHICKASAW,35828.0,25206.0
19039,IA,CLARKE,18634.0,3908.0
19041,IA,CLAY,25422.0,20496.0
19043,IA,CLAYTON,49663.0,27663.0
19045,IA,CLINTON,48427.0,32310.0
19047,IA,CRAWFORD,30007.0,15567.0
19049,IA,DALLAS,29307.0,22590.0
19051,IA,DAVIS,20087.0,
19053,IA,DECATUR,29717.0,11453.0
19055,IA,DELAWARE,106878.0,68766.0
19057,IA,DES MOINES,2678.0,589.0
19059,IA,DICKINSON,28576.0,17882.0
19061,IA,DUBUQUE,114972.0,76107.0
19063,IA,EMMET,6041.0,2360.0
19065,IA,FAYETTE,41567.0,22610.0
19067,IA,FLOYD,16570.0,10819.0
19069,IA,FRANKLIN,8553.0,4679.0
19071,IA,FREMONT,9786.0,
19073,IA,GREENE,25817.0,15033.0
19075,IA,GRUNDY,9384.0,6946.0
19077,IA,GUTHRIE,33440.0,
19079,IA,HAMILTON,3034.0,
19081,IA,HANCOCK,9765.0,7611.0
19083,IA,HARDIN,15179.0,6134.0
19085,IA,HARRISON,15301.0,2986.0
19087,IA,HENRY,12428.0,5724.0
19089,IA,HOWARD,31996.0,17043.0
19091,IA,HUMBOLDT,6581.0,4295.0
19093,IA,IDA,36917.0,17912.0
19095,IA,IOWA,26491.0,12136.0
19097,IA,JACKSON,67356.0,47446.0
19099,IA,JASPER,19912.0,10705.0
19101,IA,JEFFERSON,8033.0,3636.0
19103,IA,JOHNSON,15891.0,8666.0
19105,IA,JONES,52175.0,33748.0
19107,IA,KEOKUK,14445.0,3388.0
19109,IA,KOSSUTH,20216.0,15199.0
19111,IA,LEE,11985.0,2138.0
19113,IA,LINN,15033.0,8322.0
19115,IA,LOUISA,2316.0,558.0
19117,IA,LUCAS,16534.0,1864.0
19119,IA,LYON,162204.0,85728.0
19121,IA,MADISON,17497.0,2999.0
19123,IA,MAHASKA,22683.0,14445.0
19125,IA,MARION,12465.0,1981.0
19127,IA,MARSHALL,23489.0,7051.0
19129,IA,MILLS,1591.0,93.0
19131,IA,MITCHELL,70287.0,44979.0
19133,IA,MONONA,12963.0,2323.0
19135,IA,MONROE,16830.0,3497.0
19137,IA,MONTGOMERY,15591.0,8822.0
19139,IA,MUSCATINE,17692.0,13273.0
19141,IA,O BRIEN,46689.0,26688.0
19143,IA,OSCEOLA,71034.0,38356.0
19145,IA,PAGE,15997.0,7168.0
19147,IA,PALO ALTO,25339.0,17792.0
19149,IA,PLYMOUTH,91008.0,55406.0
19151,IA,POCAHONTAS,19045.0,7880.0
19153,IA,POLK,4282.0,1720.0
19155,IA,POTTAWATTAMIE,47870.0,34280.0
19157,IA,POWESHIEK,14249.0,3581.0
19159,IA,RINGGOLD,32298.0,6372.0
19161,IA,SAC,56718.0,45901.0
19163,IA,SCOTT,11693.0,8740.0
19165,IA,SHELBY,29342.0,16964.0
19167,IA,SIOUX,459682.0,344902.0
19169,IA,STORY,13825.0,10953.0
19171,IA,TAMA,27403.0,14653.0
19173,IA,TAYLOR,19168.0,4600.0
19175,IA,UNION,17228.0,2830.0
19177,IA,VAN BUREN,12593.0,809.0
19179,IA,WAPELLO,7585.0,1704.0
19181,IA,WARREN,12799.0,1633.0
19183,IA,WASHINGTON,9543.0,2871.0
19185,IA,WAYNE,18200.0,561.0
19187,IA,WEBSTER,8792.0,7152.0
19189,IA,WINNEBAGO,4459.0,3766.0
19191,IA,WINNESHIEK,49128.0,24995.0
19193,IA,WOODBURY,78183.0,46358.0
19195,IA,WORTH,2945.0,992.0
19197,IA,WRIGHT,3195.0,1806.0
20001,KS,ALLEN,15841.0,594.0
20003,KS,ANDERSON,22435.0,290.0
20005,KS,ATCHISON,13121.0,464.0
20007,KS,BARBER,69431.0,4380.0
20009,KS,BARTON,198386.0,
20011,KS,BOURBON,44797.0,210.0
20013,KS,BROWN,18522.0,3948.0
20015,KS,BUTLER,166422.0,51496.0
20017,KS,CHASE,70952.0,24983.0
20019,KS,CHAUTAUQUA,34622.0,
20021,KS,CHEROKEE,13096.0,391.0
20023,KS,CHEYENNE,53187.0,30542.0
20025,KS,CLARK,100072.0,70725.0
20027,KS,CLAY,17618.0,4804.0
20029,KS,CLOUD,14087.0,1517.0
20031,KS,COFFEY,27013.0,3812.0
20033,KS,COMANCHE,30634.0,1064.0
20035,KS,COWLEY,49552.0,972.0
20037,KS,CRAWFORD,39709.0,210.0
20039,KS,DECATUR,128805.0,
20041,KS,DICKINSON,60094.0,24725.0
20043,KS,DONIPHAN,2776.0,
20045,KS,DOUGLAS,11959.0,1364.0
20047,KS,EDWARDS,122142.0,101875.0
20049,KS,ELK,24138.0,386.0
20051,KS,ELLIS,30073.0,5158.0
20053,KS,ELLSWORTH,18864.0,
20055,KS,FINNEY,467586.0,429495.0
20057,KS,FORD,294295.0,247897.0
20059,KS,FRANKLIN,34870.0,11732.0
20061,KS,GEARY,8361.0,
20063,KS,GOVE,134575.0,
20065,KS,GRAHAM,11341.0,
20067,KS,GRANT,428856.0,381739.0
20069,KS,GRAY,585312.0,499568.0
20071,KS,GREELEY,41973.0,
20073,KS,GREENWOOD,116435.0,6325.0
20075,KS,HAMILTON,97440.0,
20077,KS,HARPER,40177.0,
20079,KS,HARVEY,40201.0,4887.0
20081,KS,HASKELL,815128.0,736889.0
20083,KS,HODGEMAN,92238.0,
20085,KS,JACKSON,33934.0,3677.0
20087,KS,JEFFERSON,20983.0,1500.0
20089,KS,JEWELL,22018.0,1878.0
20091,KS,JOHNSON,2560.0,55.0
20093,KS,KEARNY,115623.0,
20095,KS,KINGMAN,24037.0,650.0
20097,KS,KIOWA,23100.0,
20099,KS,LABETTE,80285.0,
20101,KS,LANE,,
20103,KS,LEAVENWORTH,7997.0,811.0
20105,KS,LINCOLN,25150.0,7825.0
20107,KS,LINN,17124.0,376.0
20109,KS,LOGAN,23362.0,3866.0
20111,KS,LYON,69885.0,12721.0
20113,KS,MCPHERSON,56064.0,30480.0
20115,KS,MARION,45403.0,9841.0
20117,KS,MARSHALL,27402.0,3099.0
20119,KS,MEADE,82650.0,55499.0
20121,KS,MIAMI,21439.0,823.0
20123,KS,MITCHELL,37821.0,18762.0
20125,KS,MONTGOMERY,22948.0,425.0
20127,KS,MORRIS,46539.0,16110.0
20129,KS,MORTON,8406.0,
20131,KS,NEMAHA,79760.0,16917.0
20133,KS,NEOSHO,40834.0,615.0
20135,KS,NESS,25081.0,812.0
20137,KS,NORTON,43558.0,8824.0
20139,KS,OSAGE,18406.0,219.0
20141,KS,OSBORNE,16327.0,2822.0
20143,KS,OTTAWA,36274.0,5586.0
20145,KS,PAWNEE,,
20147,KS,PHILLIPS,29226.0,2549.0
20149,KS,POTTAWATOMIE,55374.0,8156.0
20151,KS,PRATT,94662.0,
20153,KS,RAWLINS,22127.0,
20155,KS,RENO,117111.0,
20157,KS,REPUBLIC,54616.0,
20159,KS,RICE,87952.0,66419.0
20161,KS,RILEY,14126.0,484.0
20163,KS,ROOKS,25025.0,
20165,KS,RUSH,17282.0,
20167,KS,RUSSELL,19182.0,
20169,KS,SALINE,11859.0,
20171,KS,SCOTT,675019.0,635596.0
20173,KS,SEDGWICK,19892.0,832.0
20175,KS,SEWARD,148912.0,
20177,KS,SHAWNEE,6410.0,49.0
20179,KS,SHERIDAN,162404.0,144778.0
20181,KS,SHERMAN,28421.0,7561.0
20183,KS,SMITH,40578.0,21234.0
20185,KS,STAFFORD,79426.0,
20187,KS,STANTON,31686.0,
20189,KS,STEVENS,83092.0,
20191,KS,SUMNER,12556.0,188.0
20193,KS,THOMAS,79421.0,
20195,KS,TREGO,17514.0,1630.0
20197,KS,WABAUNSEE,41395.0,464.0
20199,KS,WALLACE,16925.0,5605.0
20201,KS,WASHINGTON,48691.0,13239.0
20203,KS,WICHITA,205382.0,
20205,KS,WILSON,15180.0,320.0
20207,KS,WOODSON,31285.0,2316.0
20209,KS,WYANDOTTE,606.0,
21001,KY,ADAIR,24539.0,537.0
21003,KY,ALLEN,49747.0,172.0
21005,KY,ANDERSON,5683.0,195.0
21007,KY,BALLARD,1910.0,
21009,KY,BARREN,48194.0,861.0
21011,KY,BATH,14334.0,335.0
21013,KY,BELL,416.0,
21015,KY,BOONE,3518.0,134.0
21017,KY,BOURBON,38033.0,329.0
21019,KY,BOYD,585.0,
21021,KY,BOYLE,26346.0,1120.0
21023,KY,BRACKEN,4788.0,309.0
21025,KY,BREATHITT,885.0,
21027,KY,BRECKINRIDGE,15390.0,1130.0
21029,KY,BULLITT,1330.0,
21031,KY,BUTLER,7549.0,49.0
21033,KY,CALDWELL,4971.0,234.0
21035,KY,CALLOWAY,10964.0,835.0
21037,KY,CAMPBELL,2097.0,238.0
21039,KY,CARLISLE,855.0,
21041,KY,CARROLL,2218.0,146.0
21043,KY,CARTER,3500.0,
21045,KY,CASEY,16739.0,548.0
21047,KY,CHRISTIAN,15224.0,509.0
21049,KY,CLARK,22841.0,394.0
21051,KY,CLAY,861.0,
21053,KY,CLINTON,9715.0,158.0
21055,KY,CRITTENDEN,4484.0,249.0
21057,KY,CUMBERLAND,4592.0,
21059,KY,DAVIESS,6820.0,246.0
21061,KY,EDMONSON,26843.0,
21063,KY,ELLIOTT,1541.0,79.0
21065,KY,ESTILL,2115.0,
21067,KY,FAYETTE,7125.0,567.0
21069,KY,FLEMING,23847.0,1182.0
21071,KY,FLOYD,96.0,
21073,KY,FRANKLIN,8732.0,
21075,KY,FULTON,245.0,
21077,KY,GALLATIN,795.0,
21079,KY,GARRARD,22034.0,
21081,KY,GRANT,5015.0,295.0
21083,KY,GRAVES,9420.0,797.0
21085,KY,GRAYSON,23134.0,994.0
21087,KY,GREEN,15921.0,123.0
21089,KY,GREENUP,2630.0,
21091,KY,HANCOCK,2625.0,328.0
21093,KY,HARDIN,14389.0,397.0
21095,KY,HARLAN,34.0,
21097,KY,HARRISON,15384.0,424.0
21099,KY,HART,14751.0,411.0
21101,KY,HENDERSON,2993.0,403.0
21103,KY,HENRY,9901.0,378.0
21105,KY,HICKMAN,572.0,
21107,KY,HOPKINS,5076.0,33.0
21109,KY,JACKSON,4111.0,248.0
21111,KY,JEFFERSON,509.0,
21113,KY,JESSAMINE,7711.0,249.0
21115,KY,JOHNSON,647.0,
21117,KY,KENTON,1775.0,
21119,KY,KNOTT,558.0,
21121,KY,KNOX,1092.0,
21123,KY,LARUE,7033.0,525.0
21125,KY,LAUREL,7363.0,127.0
21127,KY,LAWRENCE,1018.0,
21129,KY,LEE,323.0,
21131,KY,LESLIE,,
21133,KY,LETCHER,109.0,
21135,KY,LEWIS,4244.0,509.0
21137,KY,LINCOLN,30049.0,658.0
21139,KY,LIVINGSTON,5850.0,
21141,KY,LOGAN,15013.0,
21143,KY,LYON,2149.0,
21145,KY,MCCRACKEN,1634.0,
21147,KY,MCCREARY,1049.0,
21149,KY,MCLEAN,1700.0,
21151,KY,MADISON,42131.0,735.0
21153,KY,MAGOFFIN,978.0,
21155,KY,MARION,29424.0,773.0
21157,KY,MARSHALL,21771.0,58.0
21159,KY,MARTIN,73.0,
21161,KY,MASON,16498.0,1036.0
21163,KY,MEADE,6326.0,315.0
21165,KY,MENIFEE,1252.0,
21167,KY,MERCER,21298.0,222.0
21169,KY,METCALFE,15020.0,122.0
21171,KY,MONROE,33279.0,2923.0
21173,KY,MONTGOMERY,11458.0,718.0
21175,KY,MORGAN,3254.0,
21177,KY,MUHLENBERG,7119.0,
21179,KY,NELSON,19555.0,2428.0
21181,KY,NICHOLAS,16043.0,
21183,KY,OHIO,5852.0,141.0
21185,KY,OLDHAM,1871.0,47.0
21187,KY,OWEN,12237.0,585.0
21189,KY,OWSLEY,743.0,
21191,KY,PENDLETON,4107.0,
21193,KY,PERRY,,
21195,KY,PIKE,1125.0,
21197,KY,POWELL,1425.0,
21199,KY,PULASKI,36732.0,530.0
21201,KY,ROBERTSON,1509.0,
21203,KY,ROCKCASTLE,6765.0,168.0
21205,KY,ROWAN,2074.0,314.0
21207,KY,RUSSELL,19814.0,
21209,KY,SCOTT,17985.0,232.0
21211,KY,SHELBY,12089.0,1753.0
21213,KY,SIMPSON,5523.0,
21215,KY,SPENCER,3432.0,
21217,KY,TAYLOR,8577.0,188.0
21219,KY,TODD,11842.0,333.0
21221,KY,TRIGG,25049.0,
21223,KY,TRIMBLE,2374.0,85.0
21225,KY,UNION,2999.0,236.0
21227,KY,WARREN,23186.0,144.0
21229,KY,WASHINGTON,22043.0,270.0
21231,KY,WAYNE,10821.0,159.0
21233,KY,WEBSTER,5732.0,138.0
21235,KY,WHITLEY,3727.0,113.0
21237,KY,WOLFE,1273.0,
21239,KY,WOODFORD,8574.0,
22001,LA,ACADIA,4576.0,
22003,LA,ALLEN,3427.0,
22005,LA,ASCENSION,3626.0,
22007,LA,ASSUMPTION,,
22009,LA,AVOYELLES,9431.0,
22011,LA,BEAUREGARD,13536.0,
22013,LA,BIENVILLE,867.0,
22015,LA,BOSSIER,9928.0,
22017,LA,CADDO,14059.0,
22019,LA,CALCASIEU,16455.0,
22021,LA,CALDWELL,1863.0,
22023,LA,CAMERON,7653.0,
22025,LA,CATAHOULA,1429.0,
22027,LA,CLAIBORNE,5119.0,
22029,LA,CONCORDIA,1351.0,
22031,LA,DE SOTO,13502.0,
22033,LA,EAST BATON ROUGE,5861.0,
22035,LA,EAST CARROLL,97.0,
22037,LA,EAST FELICIANA,13569.0,
22039,LA,EVANGELINE,6642.0,
22041,LA,FRANKLIN,7416.0,
22043,LA,GRANT,2629.0,
22045,LA,IBERIA,1785.0,
22047,LA,IBERVILLE,2696.0,
22049,LA,JACKSON,1444.0,
22051,LA,JEFFERSON,80.0,
22053,LA,JEFFERSON DAVIS,8177.0,
22055,LA,LAFAYETTE,3449.0,
22057,LA,LAFOURCHE,6588.0,
22059,LA,LA SALLE,1134.0,
22061,LA,LINCOLN,5002.0,
22063,LA,LIVINGSTON,1863.0,
22065,LA,MADISON,1250.0,
22067,LA,MOREHOUSE,3252.0,
22069,LA,NATCHITOCHES,13838.0,
22073,LA,OUACHITA,2003.0,
22075,LA,PLAQUEMINES,1129.0,
22077,LA,POINTE COUPEE,7505.0,
22079,LA,RAPIDES,9059.0,
22081,LA,RED RIVER,14176.0,
22083,LA,RICHLAND,6735.0,
22085,LA,SABINE,9020.0,
22087,LA,SAINT BERNARD,581.0,
22089,LA,SAINT CHARLES,829.0,
22091,LA,SAINT HELENA,5407.0,
22093,LA,SAINT JAMES,373.0,
22095,LA,ST. JOHN THE BAPTIST,,
22097,LA,SAINT LANDRY,11630.0,
22099,LA,SAINT MARTIN,788.0,
22101,LA,SAINT MARY,1769.0,
22103,LA,SAINT TAMMANY,3427.0,
22105,LA,TANGIPAHOA,10918.0,
22107,LA,TENSAS,250.0,
22109,LA,TERREBONNE,602.0,
22111,LA,UNION,9299.0,
22113,LA,VERMILION,10302.0,
22115,LA,VERNON,3671.0,
22117,LA,WASHINGTON,9391.0,
22119,LA,WEBSTER,2572.0,
22121,LA,WEST BATON ROUGE,462.0,
22123,LA,WEST CARROLL,2113.0,
22125,LA,WEST FELICIANA,4591.0,
22127,LA,WINN,1670.0,
23001,ME,ANDROSCOGGIN,2419.0,828.0
23003,ME,AROOSTOOK,5018.0,
23005,ME,CUMBERLAND,1792.0,
23007,ME,FRANKLIN,772.0,
23009,ME,HANCOCK,76.0,
23011,ME,KENNEBEC,4162.0,
23013,ME,KNOX,288.0,
23015,ME,LINCOLN,496.0,
23017,ME,OXFORD,676.0,
23019,ME,PENOBSCOT,6742.0,1464.0
23021,ME,PISCATAQUIS,1075.0,
23023,ME,SAGADAHOC,332.0,
23025,ME,SOMERSET,3547.0,
23027,ME,WALDO,1431.0,
23029,ME,WASHINGTON,81.0,
23031,ME,YORK,838.0,
24001,MD,ALLEGANY,1634.0,
24003,MD,ANNE ARUNDEL,318.0,
24005,MD,BALTIMORE,1461.0,270.0
24009,MD,CALVERT,252.0,
24011,MD,CAROLINE,481.0,
24013,MD,CARROLL,6316.0,266.0
24015,MD,CECIL,2969.0,
24017,MD,CHARLES,607.0,
24019,MD,DORCHESTER,76.0,
24021,MD,FREDERICK,14805.0,1570.0
24023,MD,GARRETT,9032.0,264.0
24025,MD,HARFORD,3574.0,259.0
24027,MD,HOWARD,912.0,
24029,MD,KENT,3466.0,175.0
24031,MD,MONTGOMERY,1129.0,
24033,MD,PRINCE GEORGES,550.0,
24035,MD,QUEEN ANNES,1906.0,
24037,MD,ST MARYS,1093.0,61.0
24039,MD,SOMERSET,124.0,
24041,MD,TALBOT,344.0,
24043,MD,WASHINGTON,19341.0,5011.0
24045,MD,WICOMICO,258.0,
24047,MD,WORCESTER,113.0,
25001,MA,BARNSTABLE,,
25003,MA,BERKSHIRE,3416.0,
25005,MA,BRISTOL,1659.0,357.0
25007,MA,DUKES,,
25009,MA,ESSEX,725.0,
25011,MA,FRANKLIN,1903.0,
25013,MA,HAMPDEN,604.0,
25015,MA,HAMPSHIRE,1274.0,
25017,MA,MIDDLESEX,2028.0,
25021,MA,NORFOLK,145.0,
25023,MA,PLYMOUTH,257.0,
25025,MA,SUFFOLK,42.0,
25027,MA,WORCESTER,3473.0,59.0
26001,MI,ALCONA,609.0,106.0
26003,MI,ALGER,556.0,
26005,MI,ALLEGAN,29601.0,3423.0
26007,MI,ALPENA,3442.0,70.0
26009,MI,ANTRIM,1794.0,277.0
26011,MI,ARENAC,3602.0,370.0
26013,MI,BARAGA,863.0,
26015,MI,BARRY,20630.0,1727.0
26017,MI,BAY,1583.0,637.0
26019,MI,BENZIE,443.0,
26021,MI,BERRIEN,1337.0,456.0
26023,MI,BRANCH,16252.0,4338.0
26025,MI,CALHOUN,6545.0,1723.0
26027,MI,CASS,1504.0,347.0
26029,MI,CHARLEVOIX,885.0,53.0
26031,MI,CHEBOYGAN,934.0,
26033,MI,CHIPPEWA,2147.0,85.0
26035,MI,CLARE,3138.0,
26037,MI,CLINTON,34283.0,3260.0
26039,MI,CRAWFORD,72.0,
26041,MI,DELTA,3079.0,
26043,MI,DICKINSON,458.0,
26045,MI,EATON,3961.0,655.0
26047,MI,EMMET,898.0,
26049,MI,GENESEE,2508.0,399.0
26051,MI,GLADWIN,2116.0,98.0
26053,MI,GOGEBIC,83.0,
26055,MI,GRAND TRAVERSE,1802.0,478.0
26057,MI,GRATIOT,49101.0,12905.0
26059,MI,HILLSDALE,96213.0,4747.0
26061,MI,HOUGHTON,533.0,
26063,MI,HURON,115880.0,54326.0
26065,MI,INGHAM,9359.0,2937.0
26067,MI,IONIA,38929.0,6648.0
26069,MI,IOSCO,2943.0,
26071,MI,IRON,180.0,
26073,MI,ISABELLA,16561.0,4737.0
26075,MI,JACKSON,6138.0,1297.0
26077,MI,KALAMAZOO,8957.0,
26079,MI,KALKASKA,384.0,
26081,MI,KENT,9270.0,2615.0
26085,MI,LAKE,423.0,
26087,MI,LAPEER,7549.0,3983.0
26089,MI,LEELANAU,1180.0,616.0
26091,MI,LENAWEE,25596.0,3037.0
26093,MI,LIVINGSTON,3169.0,910.0
26095,MI,LUCE,411.0,
26097,MI,MACKINAC,1250.0,
26099,MI,MACOMB,4798.0,4090.0
26101,MI,MANISTEE,1197.0,580.0
26103,MI,MARQUETTE,275.0,
26105,MI,MASON,3049.0,771.0
26107,MI,MECOSTA,5759.0,460.0
26109,MI,MENOMINEE,7059.0,
26111,MI,MIDLAND,7076.0,320.0
26113,MI,MISSAUKEE,45186.0,2209.0
26115,MI,MONROE,2214.0,1214.0
26117,MI,MONTCALM,13098.0,521.0
26119,MI,MONTMORENCY,622.0,130.0
26121,MI,MUSKEGON,5903.0,338.0
26123,MI,NEWAYGO,21604.0,3279.0
26125,MI,OAKLAND,518.0,
26127,MI,OCEANA,2320.0,749.0
26129,MI,OGEMAW,6257.0,122.0
26131,MI,ONTONAGON,600.0,
26133,MI,OSCEOLA,11469.0,429.0
26135,MI,OSCODA,1757.0,895.0
26137,MI,OTSEGO,604.0,
26139,MI,OTTAWA,26685.0,8064.0
26141,MI,PRESQUE ISLE,3684.0,75.0
26143,MI,ROSCOMMON,58.0,
26145,MI,SAGINAW,3124.0,918.0
26147,MI,ST CLAIR,5368.0,3805.0
26149,MI,ST JOSEPH,9274.0,2350.0
26151,MI,SANILAC,58689.0,13705.0
26153,MI,SCHOOLCRAFT,953.0,
26155,MI,SHIAWASSEE,8054.0,1173.0
26157,MI,TUSCOLA,15056.0,2856.0
26159,MI,VAN BUREN,10647.0,214.0
26161,MI,WASHTENAW,7609.0,1861.0
26163,MI,WAYNE,86.0,
26165,MI,WEXFORD,2881.0,
27001,MN,AITKIN,3418.0,258.0
27003,MN,ANOKA,413.0,
27005,MN,BECKER,20809.0,6370.0
27007,MN,BELTRAMI,7762.0,720.0
27009,MN,BENTON,20763.0,4191.0
27011,MN,BIG STONE,3656.0,286.0
27013,MN,BLUE EARTH,4370.0,3024.0
27015,MN,BROWN,32017.0,16001.0
27017,MN,CARLTON,4283.0,122.0
27019,MN,CARVER,10832.0,3105.0
27021,MN,CASS,8179.0,688.0
27023,MN,CHIPPEWA,15913.0,1992.0
27025,MN,CHISAGO,2340.0,392.0
27027,MN,CLAY,3987.0,224.0
27029,MN,CLEARWATER,10267.0,128.0
27031,MN,COOK,224.0,
27033,MN,COTTONWOOD,25392.0,19950.0
27035,MN,CROW WING,4168.0,
27037,MN,DAKOTA,27808.0,12387.0
27039,MN,DODGE,14323.0,5334.0
27041,MN,DOUGLAS,8560.0,2936.0
27043,MN,FARIBAULT,7211.0,4097.0
27045,MN,FILLMORE,34707.0,10138.0
27047,MN,FREEBORN,7607.0,3315.0
27049,MN,GOODHUE,45736.0,15054.0
27051,MN,GRANT,12043.0,513.0
27053,MN,HENNEPIN,1357.0,531.0
27055,MN,HOUSTON,37367.0,9468.0
27057,MN,HUBBARD,3312.0,
27059,MN,ISANTI,2831.0,312.0
27061,MN,ITASCA,2625.0,98.0
27063,MN,JACKSON,19896.0,6871.0
27065,MN,KANABEC,3081.0,175.0
27067,MN,KANDIYOHI,28697.0,1936.0
27069,MN,KITTSON,4761.0,216.0
27071,MN,KOOCHICHING,1527.0,
27073,MN,LAC QUI PARLE,4486.0,1337.0
27075,MN,LAKE,6.0,
27077,MN,LAKE OF THE WOODS,928.0,
27079,MN,LE SUEUR,6788.0,3985.0
27081,MN,LINCOLN,16073.0,6391.0
27083,MN,LYON,56835.0,46271.0
27085,MN,MCLEOD,51962.0,3040.0
27087,MN,MAHNOMEN,2334.0,164.0
27089,MN,MARSHALL,5985.0,
27091,MN,MARTIN,19542.0,10269.0
27093,MN,MEEKER,21012.0,9559.0
27095,MN,MILLE LACS,9039.0,521.0
27097,MN,MORRISON,36149.0,9959.0
27099,MN,MOWER,15338.0,4016.0
27101,MN,MURRAY,52003.0,23282.0
27103,MN,NICOLLET,19612.0,2687.0
27105,MN,NOBLES,91598.0,72014.0
27107,MN,NORMAN,2024.0,80.0
27109,MN,OLMSTED,24718.0,9820.0
27111,MN,OTTER TAIL,45931.0,5171.0
27113,MN,PENNINGTON,4427.0,434.0
27115,MN,PINE,9186.0,1982.0
27117,MN,PIPESTONE,44970.0,24994.0
27119,MN,POLK,7065.0,627.0
27121,MN,POPE,13420.0,6511.0
27125,MN,RED LAKE,6935.0,3613.0
27127,MN,REDWOOD,58478.0,43693.0
27129,MN,RENVILLE,35071.0,27713.0
27131,MN,RICE,7377.0,2246.0
27133,MN,ROCK,81116.0,65609.0
27135,MN,ROSEAU,9593.0,1667.0
27137,MN,ST. LOUIS,5763.0,370.0
27139,MN,SCOTT,8139.0,2826.0
27141,MN,SHERBURNE,9353.0,5740.0
27143,MN,SIBLEY,20460.0,5815.0
27145,MN,STEARNS,109820.0,43900.0
27147,MN,STEELE,3156.0,943.0
27149,MN,STEVENS,39461.0,14605.0
27151,MN,SWIFT,24850.0,4872.0
27153,MN,TODD,23937.0,4886.0
27155,MN,TRAVERSE,11481.0,2114.0
27157,MN,WABASHA,32247.0,5296.0
27159,MN,WADENA,6057.0,408.0
27161,MN,WASECA,9701.0,4357.0
27163,MN,WASHINGTON,1231.0,304.0
27165,MN,WATONWAN,6691.0,3583.0
27167,MN,WILKIN,1716.0,422.0
27169,MN,WINONA,40872.0,5772.0
27171,MN,WRIGHT,23909.0,6765.0
27173,MN,YELLOW MEDICINE,18823.0,5145.0
28001,MS,ADAMS,999.0,
28003,MS,ALCORN,3710.0,
28005,MS,AMITE,6872.0,
28007,MS,ATTALA,1925.0,
28009,MS,BENTON,4420.0,
28011,MS,BOLIVAR,1676.0,
28013,MS,CALHOUN,5417.0,
28015,MS,CARROLL,9663.0,
28017,MS,CHICKASAW,11186.0,
28019,MS,CHOCTAW,1693.0,
28021,MS,CLAIBORNE,1797.0,
28023,MS,CLARKE,3452.0,
28025,MS,CLAY,7624.0,
28027,MS,COAHOMA,284.0,
28029,MS,COPIAH,10919.0,
28031,MS,COVINGTON,42679.0,
28033,MS,DE SOTO,1818.0,
28035,MS,FORREST,2123.0,
28037,MS,FRANKLIN,1194.0,
28039,MS,GEORGE,3623.0,
28041,MS,GREENE,15296.0,
28043,MS,GRENADA,2792.0,
28045,MS,HANCOCK,3834.0,
28047,MS,HARRISON,1896.0,
28049,MS,HINDS,14217.0,
28051,MS,HOLMES,5672.0,
28055,MS,ISSAQUENA,,
28057,MS,ITAWAMBA,2607.0,
28059,MS,JACKSON,3823.0,
28061,MS,JASPER,5562.0,
28063,MS,JEFFERSON,1697.0,
28065,MS,JEFFERSON DAVIS,3737.0,
28067,MS,JONES,9910.0,
28069,MS,KEMPER,4504.0,
28071,MS,LAFAYETTE,4533.0,
28073,MS,LAMAR,8297.0,
28075,MS,LAUDERDALE,2110.0,
28077,MS,LAWRENCE,5015.0,
28079,MS,LEAKE,5317.0,
28081,MS,LEE,3972.0,
28083,MS,LEFLORE,263.0,
